STATE/UT,YEAR,CRIME HEAD,Male 16-18 years,Female 16-18 years,Total 16-18 years,Male 18-30 years,Female 18-30 years,Total 18-30 years,Male 30-50 years,Female 30-50 years,Total 30-50 years,Male Above 50 years,Female Above 50 years,Total Above 50 years,Total Male,Total Female,Grand Total
MEGHALAYA,2005,C.H. NOT AMOUNTING TO MURDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2005,RAPE,0,0,0,1,0,1,4,0,4,0,0,0,5,0,5
MEGHALAYA,2005,KIDNAPPING AND ABDUCTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2005,DACOITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2005,PREP. AND ASSEMBLY FOR DACOITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2005,ROBBERY,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
MEGHALAYA,2005,BURGLARY,0,0,0,2,0,2,1,0,1,0,0,0,3,0,3
MEGHALAYA,2005,THEFTS,0,0,0,0,0,0,2,0,2,0,0,0,2,0,2
MEGHALAYA,2005,EXTORTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2005,RIOTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2005,ARSON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2005,CRIMINAL BREACH OF TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2005,CHEATING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2005,COUNTER FEITING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2005,DOWRY DEATHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2005,MOLESTATION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2005,EVE-TEASING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2005,CRUELTY BY HUSBAND OR RELATIVE OF HUSBAND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2005,OTHER IPC CRIMES,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
MEGHALAYA,2005,TOTAL IPC,0,0,0,6,0,6,16,0,16,0,0,0,22,0,22
MEGHALAYA,2006,MURDER,0,0,0,5,0,5,6,1,7,4,0,4,15,1,16
MEGHALAYA,2006,ATTEMPT TO COMMIT MURDER,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3
MEGHALAYA,2006,C.H. NOT AMOUNTING TO MURDER,0,0,0,0,0,0,2,0,2,0,0,0,2,0,2
MEGHALAYA,2006,RAPE,0,0,0,6,0,6,7,0,7,2,0,2,15,0,15
MEGHALAYA,2006,KIDNAPPING AND ABDUCTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2006,DACOITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2006,PREP. AND ASSEMBLY FOR DACOITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2006,ROBBERY,0,0,0,2,0,2,6,0,6,0,0,0,8,0,8
MEGHALAYA,2006,BURGLARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2006,THEFTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2006,EXTORTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2006,RIOTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2006,ARSON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2006,CRIMINAL BREACH OF TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2006,CHEATING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2006,COUNTER FEITING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2006,DOWRY DEATHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2006,MOLESTATION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2006,EVE-TEASING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2006,CRUELTY BY HUSBAND OR RELATIVE OF HUSBAND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2006,OTHER IPC CRIMES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2006,TOTAL IPC,0,0,0,13,0,13,24,1,25,6,0,6,43,1,44
MEGHALAYA,2007,MURDER,0,0,0,2,0,2,3,1,4,1,0,1,6,1,7
MEGHALAYA,2007,ATTEMPT TO COMMIT MURDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2007,C.H. NOT AMOUNTING TO MURDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2007,RAPE,0,0,0,5,0,5,13,0,13,0,0,0,18,0,18
MEGHALAYA,2007,KIDNAPPING AND ABDUCTION,0,0,0,1,0,1,1,0,1,0,0,0,2,0,2
MEGHALAYA,2007,DACOITY,0,0,0,0,0,0,2,0,2,0,0,0,2,0,2
MEGHALAYA,2007,PREP. AND ASSEMBLY FOR DACOITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2007,ROBBERY,0,0,0,3,0,3,7,0,7,0,0,0,10,0,10
MEGHALAYA,2007,BURGLARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2007,THEFTS,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
MEGHALAYA,2007,EXTORTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2007,RIOTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2007,ARSON,0,0,0,0,0,0,2,0,2,0,0,0,2,0,2
MEGHALAYA,2007,CRIMINAL BREACH OF TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2007,CHEATING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2007,COUNTER FEITING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2007,DOWRY DEATHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2007,MOLESTATION,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
MEGHALAYA,2007,EVE-TEASING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2007,CRUELTY BY HUSBAND OR RELATIVE OF HUSBAND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2007,OTHER IPC CRIMES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2007,TOTAL IPC,0,0,0,12,0,12,29,1,30,1,0,1,42,1,43
MEGHALAYA,2008,MURDER,0,0,0,2,0,2,22,0,22,0,0,0,24,0,24
MEGHALAYA,2008,ATTEMPT TO COMMIT MURDER,0,0,0,2,0,2,1,0,1,0,0,0,3,0,3
MEGHALAYA,2008,C.H. NOT AMOUNTING TO MURDER,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
MEGHALAYA,2008,RAPE,0,0,0,0,0,0,6,0,6,0,0,0,6,0,6
MEGHALAYA,2008,KIDNAPPING AND ABDUCTION,0,0,0,1,0,1,2,0,2,0,0,0,3,0,3
MEGHALAYA,2008,DACOITY,0,0,0,2,0,2,1,0,1,0,0,0,3,0,3
MEGHALAYA,2008,PREP. AND ASSEMBLY FOR DACOITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2008,ROBBERY,0,0,0,2,0,2,5,0,5,0,0,0,7,0,7
MEGHALAYA,2008,BURGLARY,0,0,0,1,0,1,2,0,2,0,0,0,3,0,3
MEGHALAYA,2008,THEFTS,0,0,0,2,0,2,3,0,3,0,0,0,5,0,5
MEGHALAYA,2008,EXTORTION,0,0,0,3,0,3,2,0,2,0,0,0,5,0,5
MEGHALAYA,2008,RIOTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2008,ARSON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2008,CRIMINAL BREACH OF TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2008,CHEATING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2008,COUNTER FEITING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2008,DOWRY DEATHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2008,MOLESTATION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2008,EVE-TEASING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2008,CRUELTY BY HUSBAND OR RELATIVE OF HUSBAND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2008,OTHER IPC CRIMES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2008,TOTAL IPC,0,0,0,15,0,15,45,0,45,0,0,0,60,0,60
MEGHALAYA,2009,MURDER,0,0,0,2,0,2,13,0,13,0,0,0,15,0,15
MEGHALAYA,2009,ATTEMPT TO COMMIT MURDER,0,0,0,1,0,1,4,0,4,0,0,0,5,0,5
MEGHALAYA,2009,C.H. NOT AMOUNTING TO MURDER,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
MEGHALAYA,2009,RAPE,0,0,0,11,0,11,9,0,9,0,0,0,20,0,20
MEGHALAYA,2009,KIDNAPPING AND ABDUCTION,0,0,0,1,0,1,3,0,3,0,0,0,4,0,4
MEGHALAYA,2009,DACOITY,0,0,0,8,0,8,4,0,4,0,0,0,12,0,12
MEGHALAYA,2009,PREP. AND ASSEMBLY FOR DACOITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2009,ROBBERY,0,0,0,4,0,4,3,0,3,0,0,0,7,0,7
MEGHALAYA,2009,BURGLARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2009,THEFTS,0,0,0,5,0,5,5,0,5,0,0,0,10,0,10
MEGHALAYA,2009,EXTORTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2009,RIOTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2009,ARSON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2009,CRIMINAL BREACH OF TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2009,CHEATING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2009,COUNTER FEITING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2009,DOWRY DEATHS,0,0,0,0,0,0,2,0,2,0,0,0,2,0,2
MEGHALAYA,2009,MOLESTATION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2009,EVE-TEASING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2009,CRUELTY BY HUSBAND OR RELATIVE OF HUSBAND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2009,OTHER IPC CRIMES,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
MEGHALAYA,2009,TOTAL IPC,0,0,0,32,0,32,45,0,45,0,0,0,77,0,77
MEGHALAYA,2010,MURDER,0,0,0,7,0,7,6,0,6,3,0,3,16,0,16
MEGHALAYA,2010,ATTEMPT TO COMMIT MURDER,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
MEGHALAYA,2010,C.H. NOT AMOUNTING TO MURDER,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
MEGHALAYA,2010,RAPE,0,0,0,8,0,8,6,0,6,2,0,2,16,0,16
MEGHALAYA,2010,KIDNAPPING AND ABDUCTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2010,DACOITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2010,PREP. AND ASSEMBLY FOR DACOITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2010,ROBBERY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2010,BURGLARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2010,THEFTS,0,0,0,0,0,0,6,0,6,0,0,0,6,0,6
MEGHALAYA,2010,EXTORTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2010,RIOTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2010,ARSON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2010,CRIMINAL BREACH OF TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2010,CHEATING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2010,COUNTER FEITING,0,0,0,0,0,0,2,0,2,0,0,0,2,0,2
MEGHALAYA,2010,DOWRY DEATHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2010,MOLESTATION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2010,EVE-TEASING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2010,CRUELTY BY HUSBAND OR RELATIVE OF HUSBAND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2010,OTHER IPC CRIMES,0,0,0,1,0,1,5,0,5,0,0,0,6,0,6
MEGHALAYA,2010,TOTAL IPC,0,0,0,17,0,17,26,0,26,5,0,5,48,0,48
MEGHALAYA,2011,MURDER,0,0,0,3,0,3,7,0,7,2,0,2,12,0,12
MEGHALAYA,2011,ATTEMPT TO COMMIT MURDER,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
MEGHALAYA,2011,C.H. NOT AMOUNTING TO MURDER,0,0,0,0,0,0,2,0,2,0,0,0,2,0,2
MEGHALAYA,2011,RAPE,0,0,0,16,0,16,6,0,6,1,0,1,23,0,23
MEGHALAYA,2011,KIDNAPPING AND ABDUCTION,0,0,0,2,0,2,1,0,1,0,0,0,3,0,3
MEGHALAYA,2011,DACOITY,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2
MEGHALAYA,2011,PREP. AND ASSEMBLY FOR DACOITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2011,ROBBERY,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3
MEGHALAYA,2011,BURGLARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2011,THEFTS,0,0,0,2,0,2,3,0,3,0,0,0,5,0,5
MEGHALAYA,2011,EXTORTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2011,RIOTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2011,ARSON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2011,CRIMINAL BREACH OF TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2011,CHEATING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2011,COUNTER FEITING,0,0,0,0,0,0,1,0,1,1,0,1,2,0,2
MEGHALAYA,2011,DOWRY DEATHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2011,MOLESTATION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2011,EVE-TEASING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2011,CRUELTY BY HUSBAND OR RELATIVE OF HUSBAND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2011,OTHER IPC CRIMES,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
MEGHALAYA,2011,TOTAL IPC,0,0,0,30,0,30,20,0,20,4,0,4,54,0,54
MEGHALAYA,2012,MURDER,0,0,0,12,0,12,10,0,10,4,0,4,26,0,26
MEGHALAYA,2012,ATTEMPT TO COMMIT MURDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2012,C.H. NOT AMOUNTING TO MURDER,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
MEGHALAYA,2012,RAPE,0,0,0,11,0,11,12,0,12,0,0,0,23,0,23
MEGHALAYA,2012,KIDNAPPING AND ABDUCTION,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
MEGHALAYA,2012,DACOITY,0,0,0,1,0,1,1,0,1,0,0,0,2,0,2
MEGHALAYA,2012,PREP. AND ASSEMBLY FOR DACOITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2012,ROBBERY,0,0,0,1,0,1,1,0,1,0,0,0,2,0,2
MEGHALAYA,2012,BURGLARY,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
MEGHALAYA,2012,THEFTS,0,0,0,5,0,5,1,0,1,0,0,0,6,0,6
MEGHALAYA,2012,EXTORTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2012,RIOTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2012,ARSON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2012,CRIMINAL BREACH OF TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2012,CHEATING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2012,COUNTER FEITING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2012,DOWRY DEATHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2012,MOLESTATION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2012,EVE-TEASING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2012,CRUELTY BY HUSBAND OR RELATIVE OF HUSBAND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2012,OTHER IPC CRIMES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,2012,TOTAL IPC,0,0,0,30,0,30,28,0,28,4,0,4,62,0,62
MIZORAM,2001,MURDER,0,0,0,6,0,6,5,0,5,0,0,0,11,0,11
MIZORAM,2001,ATTEMPT TO COMMIT MURDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2001,C.H. NOT AMOUNTING TO MURDER,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
MIZORAM,2001,RAPE,0,0,0,8,0,8,5,0,5,0,0,0,13,0,13
MIZORAM,2001,KIDNAPPING AND ABDUCTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2001,DACOITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2001,PREP. AND ASSEMBLY FOR DACOITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2001,ROBBERY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2001,BURGLARY,0,0,0,9,0,9,0,0,0,0,0,0,9,0,9
MIZORAM,2001,THEFTS,5,0,5,25,0,25,5,0,5,0,0,0,35,0,35
MIZORAM,2001,EXTORTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2001,RIOTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2001,ARSON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2001,CRIMINAL BREACH OF TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2001,CHEATING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2001,COUNTER FEITING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2001,DOWRY DEATHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2001,MOLESTATION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2001,EVE-TEASING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2001,CRUELTY BY HUSBAND OR RELATIVE OF HUSBAND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2001,OTHER IPC CRIMES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2001,TOTAL IPC,5,0,5,49,0,49,15,0,15,0,0,0,69,0,69
MIZORAM,2002,MURDER,0,0,0,6,0,6,6,0,6,0,0,0,12,0,12
MIZORAM,2002,ATTEMPT TO COMMIT MURDER,0,0,0,3,1,4,2,0,2,0,0,0,5,1,6
MIZORAM,2002,C.H. NOT AMOUNTING TO MURDER,0,0,0,5,0,5,0,0,0,0,0,0,5,0,5
MIZORAM,2002,RAPE,0,0,0,8,0,8,6,0,6,0,0,0,14,0,14
MIZORAM,2002,KIDNAPPING AND ABDUCTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2002,DACOITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2002,PREP. AND ASSEMBLY FOR DACOITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2002,ROBBERY,0,0,0,5,2,7,5,0,5,0,0,0,10,2,12
MIZORAM,2002,BURGLARY,0,0,0,10,0,10,10,0,10,0,0,0,20,0,20
MIZORAM,2002,THEFTS,19,0,19,70,10,80,20,5,25,0,0,0,109,15,124
MIZORAM,2002,EXTORTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2002,RIOTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2002,ARSON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2002,CRIMINAL BREACH OF TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2002,CHEATING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2002,COUNTER FEITING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2002,DOWRY DEATHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2002,MOLESTATION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2002,EVE-TEASING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2002,CRUELTY BY HUSBAND OR RELATIVE OF HUSBAND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2002,OTHER IPC CRIMES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2002,TOTAL IPC,19,0,19,107,13,120,49,5,54,0,0,0,175,18,193
MIZORAM,2003,MURDER,0,0,0,8,0,8,8,0,8,0,0,0,16,0,16
MIZORAM,2003,ATTEMPT TO COMMIT MURDER,0,0,0,0,0,0,5,0,5,0,0,0,5,0,5
MIZORAM,2003,C.H. NOT AMOUNTING TO MURDER,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
MIZORAM,2003,RAPE,0,0,0,7,0,7,9,0,9,0,0,0,16,0,16
MIZORAM,2003,KIDNAPPING AND ABDUCTION,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2
MIZORAM,2003,DACOITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2003,PREP. AND ASSEMBLY FOR DACOITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2003,ROBBERY,0,0,0,2,0,2,6,0,6,0,0,0,8,0,8
MIZORAM,2003,BURGLARY,0,0,0,21,0,21,7,0,7,1,0,1,29,0,29
MIZORAM,2003,THEFTS,12,0,12,30,1,31,6,0,6,0,0,0,48,1,49
MIZORAM,2003,EXTORTION,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2
MIZORAM,2003,RIOTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2003,ARSON,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
MIZORAM,2003,CRIMINAL BREACH OF TRUST,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
MIZORAM,2003,CHEATING,2,0,2,2,0,2,4,0,4,0,0,0,8,0,8
MIZORAM,2003,COUNTER FEITING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2003,DOWRY DEATHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2003,MOLESTATION,0,0,0,2,0,2,1,0,1,0,0,0,3,0,3
MIZORAM,2003,EVE-TEASING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2003,CRUELTY BY HUSBAND OR RELATIVE OF HUSBAND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2003,OTHER IPC CRIMES,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
MIZORAM,2003,TOTAL IPC,14,0,14,76,1,77,50,0,50,1,0,1,141,1,142
MIZORAM,2004,MURDER,0,0,0,5,0,5,13,0,13,0,0,0,18,0,18
MIZORAM,2004,ATTEMPT TO COMMIT MURDER,0,0,0,5,0,5,5,0,5,0,0,0,10,0,10
MIZORAM,2004,C.H. NOT AMOUNTING TO MURDER,0,0,0,2,0,2,2,0,2,0,0,0,4,0,4
MIZORAM,2004,RAPE,0,0,0,12,0,12,11,0,11,0,0,0,23,0,23
MIZORAM,2004,KIDNAPPING AND ABDUCTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2004,DACOITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2004,PREP. AND ASSEMBLY FOR DACOITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2004,ROBBERY,1,0,1,6,0,6,0,0,0,0,0,0,7,0,7
MIZORAM,2004,BURGLARY,2,0,2,5,0,5,6,0,6,0,0,0,13,0,13
MIZORAM,2004,THEFTS,10,0,10,18,3,21,2,0,2,0,0,0,30,3,33
MIZORAM,2004,EXTORTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2004,RIOTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2004,ARSON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2004,CRIMINAL BREACH OF TRUST,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2
MIZORAM,2004,CHEATING,1,0,1,7,0,7,13,0,13,0,0,0,21,0,21
MIZORAM,2004,COUNTER FEITING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2004,DOWRY DEATHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2004,MOLESTATION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2004,EVE-TEASING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2004,CRUELTY BY HUSBAND OR RELATIVE OF HUSBAND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,2004,OTHER IPC CRIMES,0,0,0,7,0,7,0,0,0,0,0,0,7,0,7
MIZORAM,2004,TOTAL IPC,14,0,14,69,3,72,52,0,52,0,0,0,135,3,138
MIZORAM,2005,MURDER,0,0,0,6,0,6,8,0,8,0,0,0,14,0,14
